DateTime,P#,L#,LotCount,PartsMade,Reject1,Reject2,Reject3,Reject4,Reject5,Reject6,Reject7,Reject8,Reject9,Reject10,Reject11,Reject12,Reject13,Reject14,Reject15,Reject16,Reject17,Reject18
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/8/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/10/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/11/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2022,123456,lotno,102,102,3,1,0,1,1,1,0,2,0,1,0,100,0,1,0,0,0,0
12/12/2022,123456,lotno,319,181,1,0,1,1,1,5,0,1,0,4,0,150,0,2,0,0,0,0
12/12/2022,123456,lotno,503,184,1,0,0,2,1,1,0,0,0,1,0,135,0,0,0,0,0,0
12/12/2022,123456,lotno,715,212,5,0,0,0,0,0,0,0,0,2,0,189,0,0,0,0,0,0
12/12/2022,123456,lotno,908,193,3,0,1,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0
12/12/2022,123456,lotno,1110,202,0,0,0,1,0,2,0,0,0,0,0,171,0,0,0,0,0,0
12/12/2022,123456,lotno,1327,217,0,0,0,0,0,0,0,0,0,1,0,186,0,0,0,0,0,0
12/12/2022,123456,lotno,1504,177,0,0,0,2,3,5,0,0,4,0,0,161,1,0,0,0,0,0
12/12/2022,123456,lotno,1718,214,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0
12/13/2022,123456,lotno,1901,183,1,0,0,4,2,0,0,0,0,0,0,157,1,1,0,0,0,0
12/13/2022,123456,lotno,1901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,123456,lotno,2091,190,22,0,3,0,0,0,0,0,0,0,0,148,0,0,0,0,0,2
12/13/2022,123456,lotno,2242,151,19,0,0,0,0,1,0,0,0,3,0,136,0,0,0,0,0,0
12/13/2022,123456,lotno,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,123456,lotno,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,123456,lotno,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,123456,lotno,2245,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/13/2022,123456,lotno,2419,174,13,0,1,2,1,0,0,0,0,2,0,130,0,0,0,0,0,0
12/13/2022,123456,lotno,2623,204,9,0,1,0,0,0,0,0,0,4,0,158,0,0,0,0,0,0
12/13/2022,123456,lotno,2831,208,8,0,0,2,2,0,0,0,0,0,0,148,1,0,0,0,0,0
12/13/2022,123456,lotno,3023,192,8,0,1,0,0,0,0,0,0,0,0,141,0,0,0,0,0,2
12/13/2022,123456,lotno,3220,197,16,2,0,0,1,0,0,0,0,3,0,155,0,0,0,0,0,0
12/13/2022,123456,lotno,3434,214,5,0,0,0,0,0,0,0,0,1,0,167,0,0,0,0,0,0
12/13/2022,123456,lotno,3643,209,4,0,0,3,2,0,0,0,0,1,0,168,1,0,0,0,0,0
12/13/2022,123456,lotno,3801,158,15,0,0,3,3,0,0,0,0,3,0,123,0,0,0,0,0,0
12/13/2022,123456,lotno,4002,201,1,0,0,3,4,2,0,0,0,1,0,176,1,0,0,0,0,1
12/13/2022,123456,lotno,4193,191,4,0,0,4,2,3,0,0,0,1,0,168,0,1,0,0,0,0
12/13/2022,123456,lotno,4394,201,0,0,0,2,3,2,0,0,0,0,0,143,1,0,0,0,0,0
12/13/2022,123456,lotno,4592,198,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0
12/13/2022,123456,lotno,4759,167,1,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
12/13/2022,123456,lotno,4832,73,34,2,2,2,3,1,0,0,0,0,0,57,1,0,0,0,0,0
12/13/2022,123456,lotno,4997,165,27,1,1,1,0,1,0,0,0,0,0,115,0,0,0,0,0,0
12/13/2022,123456,lotno,5141,144,19,1,1,0,0,1,0,0,0,1,0,100,0,0,0,0,0,0
12/14/2022,123456,lotno,5275,134,29,1,0,1,0,0,0,0,0,0,0,122,0,0,0,0,0,0
12/14/2022,123456,lotno,5466,191,7,0,0,3,2,2,0,0,0,3,0,170,1,0,0,0,0,0
12/14/2022,123456,lotno,5662,196,10,2,0,0,1,0,0,0,0,2,0,167,0,0,0,0,0,0
12/14/2022,123456,lotno,5851,189,9,0,0,0,1,1,0,0,0,1,0,175,0,0,0,0,0,0
12/14/2022,123456,lotno,6029,178,21,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0
12/14/2022,123456,lotno,6122,93,14,0,1,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
12/14/2022,123456,lotno,6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/14/2022,123456,lotno,6160,38,15,0,4,6,5,1,0,0,0,0,0,17,1,0,0,0,0,0
12/14/2022,123456,lotno,6294,134,20,2,5,0,1,0,0,0,0,2,0,113,0,0,0,0,0,0
12/14/2022,123456,lotno,6482,188,5,1,1,0,1,0,0,0,0,0,0,133,0,0,0,0,0,0
12/14/2022,123456,lotno,6657,175,11,0,5,0,0,1,0,0,0,3,1,162,0,0,0,0,0,0
12/14/2022,123456,lotno,6819,162,9,0,2,0,0,2,0,0,0,0,0,148,0,0,0,0,0,0
12/14/2022,123456,lotno,6944,125,17,0,0,0,0,0,0,0,0,4,0,114,0,1,0,0,0,0
12/14/2022,123456,lotno,7107,163,10,1,0,0,0,0,0,0,0,1,1,119,0,0,0,0,0,0
12/14/2022,123456,lotno,7282,175,2,0,0,4,3,0,0,0,0,0,0,154,0,0,0,0,0,0
12/14/2022,123456,lotno,7488,206,3,0,0,0,0,3,0,0,0,1,0,184,0,0,0,0,0,0
12/14/2022,123456,lotno,7692,204,8,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0
12/14/2022,123456,lotno,7894,202,1,1,0,0,0,0,0,0,0,1,0,179,0,0,0,0,0,0
12/14/2022,123456,lotno,8102,208,2,0,1,0,0,1,0,0,0,0,0,175,0,0,0,0,0,1
12/14/2022,123456,lotno,8314,212,0,0,1,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0
12/14/2022,123456,lotno,8453,139,3,0,0,0,0,0,0,0,0,3,0,133,0,0,0,0,0,0
12/14/2022,123456,lotno,8653,200,0,0,0,0,0,1,0,0,0,2,0,162,0,0,0,0,0,0
12/14/2022,123456,lotno,8864,211,1,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0
12/14/2022,123456,lotno,9075,211,1,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0
12/15/2022,123456,lotno,9282,207,0,0,0,0,1,2,0,0,0,1,0,185,0,0,0,0,0,0
12/15/2022,123456,lotno,9453,171,0,0,0,0,0,1,0,0,0,1,0,123,0,0,0,0,0,0
12/15/2022,123456,lotno,9562,109,0,0,1,2,3,2,0,0,0,1,0,79,1,0,0,0,0,0
12/15/2022,123456,lotno,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2022,123456,lotno,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/2022,123456,lotno,9579,17,1,0,1,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0
12/15/2022,123456,lotno,9750,171,0,0,2,0,0,0,0,0,0,2,0,152,0,0,0,0,0,0
12/15/2022,123456,lotno,9780,30,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
12/15/2022,123456,lotno,9938,158,7,2,2,3,6,1,0,0,0,0,0,132,1,0,0,0,0,0
12/15/2022,123456,lotno,105,192,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,2,0
12/15/2022,123456,lotno,540,196,0,0,0,1,0,0,0,0,0,4,0,177,0,0,0,0,0,0
12/15/2022,123456,lotno,755,215,0,0,0,0,1,0,0,0,0,2,0,196,0,0,0,0,0,0
12/15/2022,123456,lotno,958,203,1,0,0,0,1,2,0,0,0,4,0,182,0,0,0,0,0,0
12/15/2022,123456,lotno,1110,152,0,0,0,13,12,3,0,0,0,0,0,144,3,4,1,0,0,0
12/15/2022,123456,lotno,1301,191,0,0,0,1,4,5,0,0,0,2,0,177,0,0,0,0,0,0
12/15/2022,123456,lotno,1513,212,1,0,0,0,0,1,0,0,0,3,0,196,0,0,0,0,0,0
12/15/2022,123456,lotno,1697,184,0,0,0,3,2,3,0,0,0,4,0,171,1,0,0,0,0,0
12/15/2022,123456,lotno,1913,216,0,0,0,0,0,0,0,0,0,1,0,208,0,0,0,0,0,0
12/15/2022,123456,lotno,2082,169,6,1,0,0,0,2,0,0,0,3,0,160,0,0,0,0,3,0
12/15/2022,123456,lotno,2297,215,0,1,0,0,0,0,0,0,0,1,0,198,0,0,0,0,0,0
12/15/2022,123456,lotno,2513,216,0,0,0,0,0,1,0,0,0,1,0,198,0,0,0,0,0,0
12/15/2022,123456,lotno,2727,214,1,0,0,0,0,1,0,0,0,0,0,203,0,0,0,0,0,0
12/16/2022,123456,lotno,2937,210,1,0,0,0,1,3,0,0,0,2,0,196,0,0,0,0,0,0
12/16/2022,123456,lotno,3146,209,2,3,0,0,0,0,0,0,0,4,0,169,0,0,0,0,2,0
12/16/2022,123456,lotno,3355,209,0,1,0,0,0,1,0,0,0,2,0,178,0,0,0,0,0,0
12/16/2022,123456,lotno,3557,202,0,0,0,1,0,0,0,0,0,2,0,180,0,0,1,0,0,0
12/16/2022,123456,lotno,3761,204,0,1,0,0,0,1,0,0,0,3,0,180,0,0,0,0,0,0
12/16/2022,123456,lotno,3965,204,0,0,0,0,0,0,0,0,0,1,0,196,0,0,0,0,0,0
12/16/2022,123456,lotno,4095,130,0,0,0,0,0,0,0,0,0,1,0,121,0,0,0,0,1,0
12/16/2022,123456,lotno,4168,73,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
12/16/2022,123456,lotno,4364,196,1,0,0,0,0,0,0,0,0,1,1,184,0,0,0,0,0,0
12/16/2022,123456,lotno,4568,204,12,0,0,0,0,2,0,0,0,1,0,188,0,0,0,0,0,0
